Jenis_Kelamin,Usia,TB,BB,BMI,Kelas
1.0,0.5757575757575758,0.5652173913043481,0.6774193548387096,0.7967517012148594,3
1.0,0.6363636363636364,0.5869565217391308,0.4999999999999999,0.5730237938252057,3
0.0,0.7272727272727272,0.847826086956522,0.4354838709677419,0.3325297060270326,2
0.0,0.48484848484848486,0.6956521739130435,0.4354838709677419,0.4250371289063385,2
0.0,0.787878787878788,0.8695652173913047,0.3548387096774194,0.24047294364409,2
1.0,0.3939393939393939,0.5217391304347827,0.14516129032258063,0.19833557504275623,2
0.0,0.6969696969696969,0.5869565217391308,0.6935483870967741,0.796346054964253,3
1.0,0.8484848484848485,0.7608695652173916,0.9999999999999999,0.9754855393406933,3
1.0,0.3939393939393939,0.5,0.22580645161290325,0.30817823932556976,2
1.0,0.4242424242424242,0.6304347826086958,0.5161290322580644,0.5591519520045031,0
0.0,0.5454545454545455,0.847826086956522,0.7580645161290321,0.6551653151637064,3
0.0,0.5454545454545455,0.9782608695652177,0.16129032258064513,0.0054130467634608825,4
1.0,0.7575757575757577,0.7391304347826089,0.8064516129032259,0.7907403881091623,3
1.0,0.21212121212121215,0.6739130434782612,0.4032258064516129,0.4037680606587347,2
1.0,0.6969696969696969,0.5869565217391308,0.7096774193548386,0.8149562433925072,3
1.0,0.24242424242424243,0.6956521739130435,0.33870967741935487,0.31996219934032377,2
0.0,0.8181818181818182,0.9130434782608696,0.30645161290322576,0.1714853214664388,2
0.0,0.5454545454545455,0.6739130434782612,0.7096774193548386,0.7405262954210673,3
1.0,0.6969696969696969,0.847826086956522,0.5967741935483871,0.4938475105953696,0
1.0,0.6060606060606061,0.45652173913043503,0.6451612903225806,0.8572421153241613,3
1.0,0.4545454545454546,0.5869565217391308,0.5645161290322581,0.6474645475382216,3
0.0,0.6363636363636364,0.5217391304347827,0.3870967741935484,0.4881218483969133,0
1.0,0.48484848484848486,0.9130434782608696,0.5967741935483871,0.4520976656842476,2
0.0,0.8484848484848485,0.6956521739130435,0.7096774193548386,0.7227494293433795,3
1.0,0.6060606060606061,0.47826086956521774,0.19354838709677413,0.28205056454396893,2
0.0,0.6363636363636364,0.5217391304347827,0.7419354838709676,0.9131417159830105,3
0.0,0.18181818181818177,0.5869565217391308,0.5967741935483871,0.6846849243947294,3
0.0,0.8787878787878788,0.8695652173913047,0.6451612903225806,0.5275359357093875,0
0.0,0.48484848484848486,0.6739130434782612,0.17741935483870963,0.15563041399175281,2
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.21212121212121215,0.7391304347826089,0.24193548387096775,0.19222484317416766,2
1.0,0.787878787878788,0.9130434782608696,0.12903225806451613,0.0,4
1.0,0.1515151515151515,0.7173913043478262,0.4032258064516129,0.37650115352225433,2
1.0,0.21212121212121215,0.5217391304347827,0.14516129032258063,0.19833557504275623,2
0.0,0.8787878787878788,0.8695652173913047,0.19354838709677413,0.08099350360781354,4
0.0,0.18181818181818177,0.956521739130435,0.3548387096774194,0.19677574630422923,2
0.0,0.5757575757575758,0.8043478260869565,0.24193548387096775,0.15970197643561446,2
0.0,0.36363636363636365,0.7173913043478262,0.5483870967741936,0.5322427941826805,0
0.0,0.21212121212121215,0.47826086956521774,0.5806451612903226,0.7575967872169501,3
1.0,0.18181818181818177,0.5434782608695654,0.25806451612903225,0.32008807034969966,2
0.0,0.5454545454545455,0.5217391304347827,0.7580645161290321,0.9324608008732874,3
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
0.0,0.48484848484848486,0.6739130434782612,0.6612903225806451,0.6873539425638567,3
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
0.0,0.1515151515151515,0.5,0.4193548387096774,0.5429510890825459,0
0.0,0.8181818181818182,0.8695652173913047,0.7580645161290321,0.6391715437347808,3
0.0,0.48484848484848486,0.956521739130435,0.7903225806451614,0.6083408097541715,3
1.0,0.18181818181818177,0.8695652173913047,0.19354838709677413,0.08099350360781354,4
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
1.0,0.21212121212121215,0.6304347826086958,0.8387096774193549,0.9223329343893162,3
1.0,0.5454545454545455,0.8043478260869565,0.8548387096774194,0.7870485095015173,3
0.0,0.8181818181818182,0.47826086956521774,0.6451612903225806,0.8368544909957804,3
1.0,0.8787878787878788,0.5869565217391308,0.25806451612903225,0.29387096740139695,2
0.0,0.787878787878788,0.9782608695652177,0.16129032258064513,0.0054130467634608825,4
1.0,0.2727272727272727,0.7391304347826089,0.7419354838709676,0.7223386115451628,3
1.0,0.7575757575757577,0.7608695652173916,0.8064516129032259,0.7726872894675737,3
1.0,0.6666666666666666,0.5217391304347827,0.5483870967741936,0.6813126972996847,3
1.0,0.18181818181818177,0.9347826086956523,0.5161290322580644,0.36157342791756475,2
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
0.0,0.4545454545454546,0.5217391304347827,0.12903225806451613,0.1790164901524791,2
0.0,0.4545454545454546,0.8695652173913047,0.29032258064516125,0.1766811676295793,2
0.0,0.787878787878788,0.956521739130435,0.6612903225806451,0.4863956057690034,0
0.0,0.36363636363636365,0.7608695652173916,0.7258064516129031,0.6881880186871071,3
1.0,0.7272727272727272,0.6521739130434785,0.5806451612903226,0.6151105042508874,3
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.6969696969696969,0.9347826086956523,0.5967741935483871,0.43864794267439733,2
1.0,0.48484848484848486,0.47826086956521774,0.5161290322580644,0.6783390834381199,3
1.0,0.5454545454545455,0.7173913043478262,0.6612903225806451,0.6533751813630119,3
0.0,0.6969696969696969,0.5652173913043481,0.6612903225806451,0.7779096123636925,3
1.0,0.2727272727272727,0.8695652173913047,0.5806451612903226,0.4637441596948767,2
0.0,0.2727272727272727,0.6304347826086958,0.8225806451612904,0.9041738852700755,3
1.0,0.3030303030303031,0.8260869565217392,0.7258064516129031,0.6387996079896997,3
0.0,0.787878787878788,0.9347826086956523,0.3709677419354839,0.2228393013552663,2
0.0,0.4545454545454546,0.7608695652173916,0.25806451612903225,0.19809224816040139,2
0.0,0.7575757575757577,0.7173913043478262,0.24193548387096775,0.20345488612178075,2
1.0,0.4242424242424242,0.45652173913043503,0.3870967741935484,0.5361337753431642,0
0.0,0.3939393939393939,0.6521739130434785,0.7419354838709676,0.7945065685708493,3
1.0,0.8181818181818182,0.9347826086956523,0.7096774193548386,0.5465522633339629,0
1.0,0.2727272727272727,0.6521739130434785,0.5161290322580644,0.5433520785229026,0
0.0,0.6363636363636364,0.5,0.33870967741935487,0.4451290683504726,2
0.0,0.8181818181818182,0.956521739130435,0.33870967741935487,0.18153259580608316,2
0.0,0.3939393939393939,0.5434782608695654,0.27419354838709675,0.3391664213306017,2
0.0,0.1515151515151515,0.9347826086956523,0.5967741935483871,0.43864794267439733,2
1.0,0.7272727272727272,0.6739130434782612,0.6129032258064516,0.6341815897066464,3
0.0,0.1515151515151515,0.45652173913043503,0.4193548387096774,0.5762723178407888,3
1.0,0.8787878787878788,0.5652173913043481,0.7903225806451614,0.9286463231730274,3
1.0,0.4545454545454546,0.7391304347826089,0.16129032258064513,0.1067226224691683,1
1.0,0.8787878787878788,0.8043478260869565,0.3548387096774194,0.27526581147407014,2
1.0,0.3939393939393939,0.6086956521739131,0.6612903225806451,0.7406863988584783,3
0.0,0.36363636363636365,0.7173913043478262,0.5483870967741936,0.5322427941826805,0
0.0,0.8787878787878788,0.8695652173913047,0.6451612903225806,0.5275359357093875,0
1.0,0.2727272727272727,0.6521739130434785,0.5161290322580644,0.5433520785229026,0
1.0,0.4242424242424242,0.6304347826086958,0.5161290322580644,0.5591519520045031,0
0.0,0.787878787878788,0.956521739130435,0.6612903225806451,0.4863956057690034,0
1.0,0.1515151515151515,0.39130434782608736,0.33870967741935487,0.5244054814953386,0
1.0,0.8181818181818182,0.9347826086956523,0.7096774193548386,0.5465522633339629,0
1.0,0.6969696969696969,0.847826086956522,0.5967741935483871,0.4938475105953696,0
1.0,0.8181818181818182,0.9347826086956523,0.7096774193548386,0.5465522633339629,0
0.0,0.24242424242424243,0.5869565217391308,0.4354838709677419,0.4985830401121901,0
1.0,0.4242424242424242,0.45652173913043503,0.3870967741935484,0.5361337753431642,0
0.0,0.36363636363636365,0.7173913043478262,0.5483870967741936,0.5322427941826805,0
0.0,0.8787878787878788,0.8695652173913047,0.6451612903225806,0.5275359357093875,0
0.0,0.21212121212121215,0.2608695652173916,0.29032258064516125,0.5626141798897023,0
1.0,0.2727272727272727,0.6521739130434785,0.5161290322580644,0.5433520785229026,0
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
1.0,0.2727272727272727,0.6956521739130435,0.5322580645161291,0.530112058472353,0
0.0,0.21212121212121215,0.2608695652173916,0.29032258064516125,0.5626141798897023,0
0.0,0.24242424242424243,0.5869565217391308,0.4354838709677419,0.4985830401121901,0
0.0,0.3030303030303031,0.8043478260869565,0.5967741935483871,0.5229026008421896,0
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
1.0,0.6969696969696969,0.847826086956522,0.5967741935483871,0.4938475105953696,0
0.0,0.787878787878788,0.956521739130435,0.6612903225806451,0.4863956057690034,0
1.0,0.5151515151515151,0.7173913043478262,0.5322580645161291,0.5149381674426331,0
0.0,0.8787878787878788,0.8695652173913047,0.6451612903225806,0.5275359357093875,0
1.0,0.6969696969696969,0.847826086956522,0.5967741935483871,0.4938475105953696,0
0.0,0.24242424242424243,0.8043478260869565,0.5967741935483871,0.5229026008421896,0
0.0,0.6363636363636364,0.5217391304347827,0.3870967741935484,0.4881218483969133,0
1.0,0.4242424242424242,0.45652173913043503,0.3870967741935484,0.5361337753431642,0
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
0.0,0.3030303030303031,0.8043478260869565,0.5967741935483871,0.5229026008421896,0
1.0,0.36363636363636365,0.43478260869565233,0.33870967741935487,0.4917733765753419,0
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
0.0,0.8787878787878788,0.8695652173913047,0.6451612903225806,0.5275359357093875,0
1.0,0.48484848484848486,0.6521739130434785,0.5161290322580644,0.5433520785229026,0
1.0,0.1515151515151515,0.39130434782608736,0.33870967741935487,0.5244054814953386,0
0.0,0.6363636363636364,0.5217391304347827,0.3870967741935484,0.4881218483969133,0
1.0,0.5151515151515151,0.7173913043478262,0.5322580645161291,0.5149381674426331,0
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
1.0,0.2727272727272727,0.6521739130434785,0.5161290322580644,0.5433520785229026,0
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
1.0,0.8484848484848485,0.847826086956522,0.6129032258064516,0.5099792910522031,0
0.0,0.24242424242424243,0.5869565217391308,0.4354838709677419,0.4985830401121901,0
0.0,0.36363636363636365,0.7173913043478262,0.5483870967741936,0.5322427941826805,0
0.0,0.5757575757575758,0.8695652173913047,0.6612903225806451,0.5434838797130151,0
1.0,0.8181818181818182,0.9347826086956523,0.7096774193548386,0.5465522633339629,0
0.0,0.21212121212121215,0.2608695652173916,0.29032258064516125,0.5626141798897023,0
0.0,0.36363636363636365,0.7173913043478262,0.5483870967741936,0.5322427941826805,0
0.0,0.24242424242424243,0.5869565217391308,0.4354838709677419,0.4985830401121901,0
0.0,0.24242424242424243,0.5869565217391308,0.4354838709677419,0.4985830401121901,0
1.0,0.1515151515151515,0.39130434782608736,0.33870967741935487,0.5244054814953386,0
0.0,0.24242424242424243,0.5869565217391308,0.4354838709677419,0.4985830401121901,0
0.0,0.787878787878788,0.956521739130435,0.6612903225806451,0.4863956057690034,0
1.0,0.48484848484848486,0.6521739130434785,0.5161290322580644,0.5433520785229026,0
0.0,0.787878787878788,0.956521739130435,0.6612903225806451,0.4863956057690034,0
1.0,0.4242424242424242,0.45652173913043503,0.3870967741935484,0.5361337753431642,0
0.0,0.8787878787878788,0.8695652173913047,0.6451612903225806,0.5275359357093875,0
1.0,0.3939393939393939,0.6739130434782612,0.5322580645161291,0.5455610016112958,0
0.0,0.5757575757575758,0.8695652173913047,0.6612903225806451,0.5434838797130151,0
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
0.0,0.3939393939393939,0.7826086956521743,0.17741935483870963,0.10354183810191364,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
0.0,0.3939393939393939,0.7826086956521743,0.17741935483870963,0.10354183810191364,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
0.0,0.3939393939393939,0.7826086956521743,0.17741935483870963,0.10354183810191364,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.4545454545454546,0.7391304347826089,0.16129032258064513,0.1067226224691683,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
0.0,0.3939393939393939,0.7826086956521743,0.17741935483870963,0.10354183810191364,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
0.0,0.3939393939393939,0.7826086956521743,0.17741935483870963,0.10354183810191364,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
1.0,0.4545454545454546,0.7391304347826089,0.16129032258064513,0.1067226224691683,1
1.0,0.4545454545454546,0.7391304347826089,0.16129032258064513,0.1067226224691683,1
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
1.0,0.48484848484848486,0.8913043478260874,0.25806451612903225,0.13466541949398914,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.48484848484848486,0.6521739130434785,0.12903225806451613,0.11280152415499378,1
1.0,0.18181818181818177,0.6739130434782612,0.14516129032258063,0.12018217875361259,1
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
1.0,0.787878787878788,0.8260869565217392,0.19354838709677413,0.10027874499173184,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
1.0,0.24242424242424243,0.956521739130435,0.30645161290322576,0.15104629480979126,1
1.0,0.6363636363636364,0.7173913043478262,0.17741935483870963,0.13423637916159126,1
0.0,0.18181818181818177,0.847826086956522,0.25806451612903225,0.1550801210018622,1
0.0,0.5454545454545455,0.5217391304347827,0.7580645161290321,0.9324608008732874,3
1.0,0.7575757575757577,0.7391304347826089,0.8064516129032259,0.7907403881091623,3
0.0,0.4242424242424242,0.5869565217391308,0.7903225806451614,0.9080071855337767,3
0.0,0.2727272727272727,0.6304347826086958,0.8225806451612904,0.9041738852700755,3
0.0,0.6969696969696969,0.5652173913043481,0.6612903225806451,0.7779096123636925,3
